iter	Logloss
870	0.1352061893
875	0.1350787613
880	0.1349725912
885	0.134834427
890	0.1347328088
895	0.1346150326
900	0.1344817182
905	0.1343537302
910	0.1342424006
915	0.1341244457
920	0.1340221959
925	0.1339043482
930	0.1337842247
935	0.1336531385
940	0.1335298454
945	0.1334281913
950	0.1333145262
955	0.1332340109
960	0.1331541628
965	0.1330124954
970	0.1328951363
975	0.1327619054
980	0.1326432117
985	0.1325498154
990	0.1324512118
995	0.1323073042
1000	0.132193782
1005	0.131987638
1010	0.1318793946
1015	0.1317816728
1020	0.1316671139
1025	0.1315792108
1030	0.1314490183
1035	0.131337641
1040	0.1312367138
1045	0.1311531719
1050	0.131022896
1055	0.1309266995
1060	0.1308393921
1065	0.1307629401
1070	0.1306755375
1075	0.1305687239
1080	0.1304440723
1085	0.1303155242
1090	0.1301922549
1095	0.1300551274
1100	0.129932299
1105	0.1298168464
1110	0.12969571
1115	0.1295639804
1120	0.129433073
1125	0.1293396052
1130	0.1292286926
1135	0.1291204968
1140	0.1289998847
1145	0.1288759004
1150	0.1287786075
1155	0.1286630477
1160	0.1285235729
1165	0.1284004584
1170	0.1282810856
1175	0.128163798
1180	0.1280048049
1185	0.1278966806
1190	0.1277825865
1195	0.1276421702
1200	0.1275395987
1205	0.1274120158
1210	0.1273397939
1215	0.1272464095
1220	0.1271281329
1225	0.1270367384
1230	0.1269437592
1235	0.1268275678
1240	0.1267134379
1245	0.1265862363
1250	0.126475717
1255	0.1263738246
1260	0.1262661054
1265	0.1261558005
1270	0.1260646325
1275	0.1259162326
1280	0.1257906873
1285	0.1256889261
1290	0.1256156794
1295	0.1254618579
1300	0.1253493605
1305	0.1252484929
1310	0.125111139
1315	0.125004671
1320	0.1249127522
1325	0.1248388145
1330	0.1246649981
1335	0.1245345197
1340	0.1244177683
1345	0.1243158879
1350	0.1242485873
1355	0.1241681792
1360	0.124062581
1365	0.1239856166
1370	0.1238675307
1375	0.1237865268
1380	0.1236592657
1385	0.1234987712
1390	0.1233458434
1395	0.1232277693
1400	0.12311837
1405	0.1229870694
1410	0.1228957822
1415	0.1227941282
1420	0.122709621
1425	0.1226135436
1430	0.1224960892
1435	0.1223896212
1440	0.1222665306
1445	0.1221089079
1450	0.1219737823
1455	0.1218677433
1460	0.1217863342
1465	0.121672252
1470	0.1215803452
1475	0.1214665966
1480	0.1213923847
1485	0.1212881331
1490	0.1211969769
1495	0.1211242784
1500	0.1210076819
1505	0.1209004036
1510	0.1207672441
1515	0.1206682593
1520	0.1205393418
1525	0.1204942761
1530	0.1203887018
1535	0.1202327354
1540	0.1201385764
1545	0.1199839684
1550	0.1198886894
1555	0.1197973664
1560	0.1197249419
1565	0.1196533754
1570	0.1196009934
1575	0.1194297866
1580	0.1193657033
1585	0.1192984979
1590	0.1191686034
1595	0.1190888507
1600	0.1189988146
1605	0.1189134138
1610	0.1188167406
1615	0.1187125366
1620	0.1186051153
1625	0.1185104797
1630	0.1184115187
1635	0.1182924914
1640	0.1181924103
1645	0.1181198071
1650	0.1179934873
1655	0.1178415365
1660	0.1177321253
1665	0.1176479041
1670	0.1175517672
1675	0.1174251137
1680	0.1173514977
1685	0.1172731868
1690	0.1171616903
1695	0.1170643498
1700	0.1169782817
1705	0.1168828597
1710	0.1167708746
1715	0.1166921824
1720	0.1165867273
1725	0.116507761
1730	0.1164027706
1735	0.1163048581
1740	0.1162170622
1745	0.1161277411
1750	0.1160419113
1755	0.1159488367
1760	0.1158615651
1765	0.1157982444
1770	0.1156704113
1775	0.1155637526
1780	0.1154855489
1785	0.11538884
1790	0.1152902126
1795	0.1151901196
1800	0.1151072926
1805	0.1150283144
1810	0.1149582612
1815	0.1148476584
1820	0.1147425011
1825	0.1146627723
1830	0.1145233689
1835	0.1144344529
1840	0.1143119462
1845	0.1142293575
1850	0.1141355083
1855	0.1140477244
1860	0.1139586892
1865	0.1138708099
1870	0.1137789031
1875	0.1136851016
1880	0.1135733549
1885	0.1134865837
1890	0.1133996577
1895	0.1132942978
1900	0.1132001866
1905	0.1130944454
1910	0.1130196139
1915	0.1129394204
1920	0.1128515411
1925	0.1127596819
1930	0.1126856726
1935	0.1125626296
1940	0.1124551369
1945	0.112382915
1950	0.1122793068
1955	0.1121932982
1960	0.1121087673
1965	0.1120200777
1970	0.1119553985
1975	0.1118548646
1980	0.1117769231
1985	0.1116757457
1990	0.111600819
1995	0.1115295146
2000	0.1114502147
2005	0.1113803045
2010	0.111285657
2015	0.1111907116
2020	0.1110895938
2025	0.1109722347
2030	0.1108919458
2035	0.1108119666
2040	0.1107389106
2045	0.1106134488
2050	0.1105179195
2055	0.11042214
2060	0.1103237033
2065	0.1102410193
2070	0.1101446559
2075	0.1100716118
2080	0.1100168943
2085	0.1099387979
2090	0.1098706154
2095	0.1097590951
2100	0.1096744808
2105	0.1095854814
2110	0.1095126041
2115	0.1094256661
2120	0.1093211166
2125	0.1092556271
2130	0.1091809029
2135	0.1091169149
2140	0.1089663463
2145	0.1088830308
2150	0.1087982615
2155	0.1087291497
2160	0.1086451788
2165	0.1085607193
2170	0.1084855542
2175	0.1084069335
2180	0.1083433982
2185	0.1082655997
2190	0.1081572133
2195	0.1080918311
2200	0.1080335507
2205	0.1079330049
2210	0.1078656446
2215	0.1077815188
2220	0.1076869547
2225	0.1076094899
2230	0.1075431544
2235	0.1074738638
2240	0.1073669549
2245	0.1072723312
2250	0.1072017776
2255	0.107112373
2260	0.107018643
2265	0.1069068725
2270	0.1068256303
2275	0.1067246674
2280	0.106651099
2285	0.1065762795
2290	0.106504141
2295	0.1063652738
2300	0.1062607481
2305	0.1061671015
2310	0.1060971675
2315	0.1060229675
2320	0.1059468849
2325	0.1058767483
2330	0.1057972577
2335	0.1057147882
2340	0.1056106081
2345	0.1055159963
2350	0.1054261985
2355	0.1053351973
2360	0.1052373921
2365	0.1051445915
2370	0.105063397
2375	0.1050025309
2380	0.1049193941
2385	0.1048207906
2390	0.104752906
2395	0.1046979144
2400	0.1045962962
2405	0.1045149348
2410	0.1044410447
2415	0.1043424769
2420	0.1042651074
2425	0.1041806479
2430	0.1040960812
2435	0.1040180206
2440	0.1039608603
2445	0.1038838959
2450	0.103808707
2455	0.1037421808
2460	0.1036564225
2465	0.1035777899
2470	0.103515768
2475	0.1034195833
2480	0.1033086469
2485	0.1032189206
2490	0.1031328883
2495	0.1030657902
2500	0.1029834041
2505	0.1028980986
2510	0.1028316082
2515	0.102722769
2520	0.1026474609
2525	0.1025967232
2530	0.1025179834
2535	0.1024343819
2540	0.1023386977
2545	0.1022650816
2550	0.1021869733
2555	0.1021008933
2560	0.1020167198
2565	0.1019477033
2570	0.101872276
2575	0.1017796066
2580	0.1017075992
2585	0.1016326962
2590	0.1015715322
2595	0.1015060547
2600	0.1014390638
2605	0.1013765057
2610	0.1012691321
2615	0.1012154155
2620	0.1011489132
2625	0.1010769892
2630	0.1009844984
2635	0.1009121097
2640	0.1008423902
2645	0.1007755066
2650	0.100706073
2655	0.1006443132
2660	0.1005693864
2665	0.1004942809
2670	0.1004077123
2675	0.1003292346
2680	0.1002579064
2685	0.1001996975
2690	0.1001256406
2695	0.1000346632
2700	0.09992673547
2705	0.09985124268
2710	0.09979376068
2715	0.09973582587
2720	0.09963966506
2725	0.09958413726
2730	0.09949936203
2735	0.09940169386
2740	0.09930189276
2745	0.09922421341
2750	0.09914148175
2755	0.09908722298
2760	0.09900627869
2765	0.09892486969
2770	0.09884708906
2775	0.0987806523
2780	0.09873083814
2785	0.09867340976
2790	0.0985947414
2795	0.09853370252
2800	0.09844571597
2805	0.09839543113
2810	0.09833075792
2815	0.09825917353
2820	0.09818926331
2825	0.09810682358
2830	0.09803253429
2835	0.09797650602
2840	0.0979108855
2845	0.09785598328
2850	0.09778047857
2855	0.0977116646
2860	0.09763302007
2865	0.09757217781
2870	0.0975123603
2875	0.09744060908
2880	0.09736884595
2885	0.09730458979
2890	0.09722598101
2895	0.09715294884
2900	0.09706598109
2905	0.09700535331
2910	0.09692073894
2915	0.09684006276
2920	0.09676712592
2925	0.09672120228
2930	0.09665885862
2935	0.09653122807
2940	0.09643094438
2945	0.09634175434
2950	0.0962651355
2955	0.0961677414
2960	0.09608567106
2965	0.09600074093
2970	0.09593378583
2975	0.09587213925
2980	0.09578969356
2985	0.09573259287
2990	0.09565317381
2995	0.09559451809
3000	0.09552480448
3005	0.09544744091
3010	0.09536395259
3015	0.09529346445
3020	0.09519680913
3025	0.09512049415
3030	0.09505953272
3035	0.09495616282
3040	0.09485958496
3045	0.09479001434
3050	0.09472619907
3055	0.09467709986
3060	0.09462090476
3065	0.09456018761
3070	0.09448262147
3075	0.09439844799
3080	0.09430679136
3085	0.09421626078
3090	0.09415491805
3095	0.0940428913
3100	0.0939482855
3105	0.09387413324
3110	0.09379866428
3115	0.0937399192
3120	0.09367941653
3125	0.09357040449
3130	0.09349207573
3135	0.09343205565
3140	0.09338115119
3145	0.09331090733
3150	0.09323839946
3155	0.09311103106
3160	0.09303238653
3165	0.09296386451
3170	0.09289007568
3175	0.09281443394
3180	0.09274832487
3185	0.09268622548
3190	0.09263712627
3195	0.0925801209
3200	0.09250712448
3205	0.09243926974
3210	0.09238573784
3215	0.09228568055
3220	0.09221519837
3225	0.09214778451
3230	0.09210057396
3235	0.09202786948
3240	0.09196012198
3245	0.09190508272
3250	0.09184037972
3255	0.09179256742
3260	0.09170870971
3265	0.09162674067
3270	0.09156013113
3275	0.09149942589
3280	0.09144584037
3285	0.09137208729
3290	0.09131277025
3295	0.09124474273
3300	0.0911875765
3305	0.09112456555
3310	0.0910422569
3315	0.09097413405
3320	0.09091305347
3325	0.09084303005
3330	0.09076228237
3335	0.09070034384
3340	0.09063934667
3345	0.09057442323
3350	0.09049711923
3355	0.09042294909
3360	0.09037147267
3365	0.09030548276
3370	0.09022149398
3375	0.09016177776
3380	0.09008511126
3385	0.09000283835
3390	0.08992159021
3395	0.08986484103
3400	0.08979855918
3405	0.08972760037
3410	0.08965456224
3415	0.08957222976
3420	0.08948946831
3425	0.08942823281
3430	0.08933567059
3435	0.089260857
3440	0.0891893441
3445	0.08912423
3450	0.08908369828
3455	0.0890063764
3460	0.08893010312
3465	0.0888486822
3470	0.0887738567
3475	0.08868470836
3480	0.08862732764
3485	0.08854812306
3490	0.08848695311
3495	0.08841911029
3500	0.08833748084
3505	0.08828383574
3510	0.08822112268
3515	0.08815913649
3520	0.08810037354
3525	0.08804299282
3530	0.08797708632
3535	0.08789695827
3540	0.08778805347
3545	0.08775868093
3550	0.08768703695
3555	0.08763324886
3560	0.08754887281
3565	0.08745968872
3570	0.08738753236
3575	0.08732316301
3580	0.08727091802
3585	0.08721360283
3590	0.08713729381
3595	0.08707459267
3600	0.086976996
3605	0.08690847397
3610	0.08685109325
3615	0.0867833398
3620	0.08670548171
3625	0.08665432702
3630	0.08658886141
3635	0.08653332765
3640	0.08646195178
3645	0.08640401697
3650	0.08634571873
